"S_N0				",USER_LATITUDE,USER_LONGITUDE,USER_LOCATION,STATION NAME,OUTPUT_LATITUDE,OUTPUT_LONGITUDE,STATION_LOCATION,Distance
173,19.69077,-156.586105,"(19.69077, -156.586105)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",57.397331936789676 km
174,19.69295,-157.108475,"(19.69295, -157.108475)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",112.02376291162304 km
175,19.69423,-158.141695,"(19.694229999999997, -158.141695)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",174.32684086235685 km
176,19.69508,-157.014471,"(19.695079999999997, -157.014471)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",102.1681657465167 km
177,19.69533,-157.628206,"(19.69533, -157.628206)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",138.8483898988714 km
178,19.69594,-156.275038,"(19.69594, -156.275038)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",25.000573916620105 km
179,19.69892,-159.322263,"(19.69892, -159.322263)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",219.85709203350257 km
180,19.70101,-158.355915,"(19.70101, -158.35591499999998)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",182.12100838697341 km
181,19.70125,-158.336853,"(19.70125, -158.336853)","Costco Wholesale, Kapolei (Broken)",21.32674,-158.08756,"(21.32674, -158.08756)",181.82796449609089 km
182,19.70269,-158.509682,"(19.70269, -158.509682)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",184.77607407385312 km
183,19.70438,-158.938401,"(19.70438, -158.938401)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",199.2339679998809 km
184,19.70439,-158.988143,"(19.70439, -158.98814299999998)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",201.5059456371748 km
185,19.70531,-159.014726,"(19.70531, -159.014726)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",202.67406546651782 km
186,19.7063,-155.305939,"(19.7063, -155.305939)",University of Hawaii at Hilo,19.70127,-155.07925,"(19.70127, -155.07925)",23.772921776492616 km
187,19.70921,-159.301991,"(19.709210000000002, -159.301991)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",217.71695506478378 km
188,19.71113,-159.040843,"(19.711129999999997, -159.040843)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",203.3711333109435 km
189,19.71117,-157.464033,"(19.711170000000003, -157.464033)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",128.63376966957173 km
190,19.71179,-159.003376,"(19.71179, -159.003376)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",201.49332694700965 km
191,19.71192,-156.598207,"(19.711920000000003, -156.598207)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",58.48843691294469 km
192,19.71339,-158.896859,"(19.71339, -158.896859)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",196.50969380304463 km
193,19.71589,-156.507841,"(19.715889999999998, -156.50784099999998)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",49.00502114072773 km
194,19.71725,-155.241063,"(19.71725, -155.241063)",University of Hawaii at Hilo,19.70127,-155.07925,"(19.70127, -155.07925)",17.05611519119337 km
195,19.71757,-155.835961,"(19.717570000000002, -155.835961)",Kona Nissan,19.60924,-155.96445,"(19.60924, -155.96445)",18.03800134609145 km
196,19.71876,-157.778824,"(19.71876, -157.778824)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",146.0719031011532 km
197,19.71907,-157.985671,"(19.719070000000002, -157.985671)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",160.5636943905986 km
198,19.7198,-155.911576,"(19.7198, -155.911576)",Walmart,19.645467,-155.990287,"(19.645467, -155.99028700000002)",11.654509550763002 km
199,19.72008,-159.426855,"(19.72008, -159.42685500000002)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",224.3763858609738 km
200,19.72387,-158.140873,"(19.72387, -158.140873)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",172.08614480660572 km
201,19.72624,-157.108032,"(19.72624, -157.108032)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",111.85722991003988 km
202,19.72793,-156.972103,"(19.727929999999997, -156.972103)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",97.60713015912903 km
203,19.72949,-155.569972,"(19.72949, -155.569972)",Waimea KTA,20.02252,-155.66733,"(20.02252, -155.66733)",34.00390030599472 km
204,19.72983,-156.518194,"(19.72983, -156.518194)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",50.0302455045019 km
205,19.73047,-158.296068,"(19.73047, -158.296068)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",177.66264602410828 km
206,19.73075,-155.239504,"(19.73075, -155.239504)",University of Hawaii at Hilo,19.70127,-155.07925,"(19.70127, -155.07925)",17.114017266124527 km
207,19.7309,-157.633067,"(19.7309, -157.63306699999998)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",135.86065035535876 km
208,19.73227,-157.090144,"(19.73227, -157.09014399999998)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",109.9734688495242 km
209,19.73234,-155.413099,"(19.73234, -155.413099)",University of Hawaii at Hilo,19.70127,-155.07925,"(19.70127, -155.07925)",35.16697311416857 km
210,19.73468,-155.074885,"(19.734679999999997, -155.07488500000002)",Kamaaina Nissan,19.72637,-155.05767,"(19.726370000000003, -155.05767)",2.0254988596946317 km
211,19.73479,-155.340043,"(19.73479, -155.34004299999998)",University of Hawaii at Hilo,19.70127,-155.07925,"(19.70127, -155.07925)",27.590160101245434 km
212,19.73521,-158.700087,"(19.735210000000002, -158.70008700000002)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",186.7043259664549 km
213,19.7361,-157.318133,"(19.7361, -157.31813300000002)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",119.78624944830669 km
214,19.73639,-157.423474,"(19.73639, -157.423474)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",124.22560040260505 km
215,19.73727,-156.493644,"(19.737270000000002, -156.493644)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",47.44518984704621 km
216,19.73833,-158.657147,"(19.738329999999998, -158.657147)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",184.9762506386778 km
217,19.73882,-156.438131,"(19.73882, -156.438131)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",41.625652080633216 km
218,19.73896,-157.845728,"(19.738960000000002, -157.845728)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",148.90110941650738 km
219,19.7398,-155.297878,"(19.7398, -155.297878)",University of Hawaii at Hilo,19.70127,-155.07925,"(19.70127, -155.07925)",23.31240316991852 km
220,19.74175,-159.453133,"(19.74175, -159.453133)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",224.15566131084668 km
221,19.74351,-158.62778,"(19.74351, -158.62778)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",183.52513169222007 km
222,19.74392,-156.041981,"(19.743920000000003, -156.041981)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",0.5128322626249234 km
223,19.74402,-155.470779,"(19.744020000000003, -155.470779)",Waimea KTA,20.02252,-155.66733,"(20.02252, -155.66733)",37.070450061271465 km
224,19.74484,-157.38463,"(19.74484, -157.38463000000002)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",121.63099926067437 km
225,19.74907,-158.484034,"(19.74907, -158.484034)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",179.1854262026663 km
226,19.74943,-156.54877,"(19.74943, -156.54877)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",53.23247055616896 km
227,19.75011,-157.892393,"(19.75011, -157.892393)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",151.29037094316126 km
228,19.75043,-155.430384,"(19.750429999999998, -155.430384)",University of Hawaii at Hilo,19.70127,-155.07925,"(19.70127, -155.07925)",37.20846177099844 km
229,19.75154,-157.519517,"(19.75154, -157.51951699999998)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",127.53890024113635 km
230,19.75371,-159.445617,"(19.75371, -159.445617)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",222.6276013050436 km
231,19.7567,-157.025643,"(19.7567, -157.025643)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",103.21961241753688 km
232,19.75876,-158.957529,"(19.758760000000002, -158.957529)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",194.68769979497375 km
233,19.76023,-159.530817,"(19.76023, -159.53081699999998)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",227.69043330682018 km
234,19.76036,-156.024663,"(19.760360000000002, -156.02466299999998)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",2.8861331356194873 km
235,19.76091,-157.589912,"(19.76091, -157.589912)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",130.57807856872188 km
236,19.76281,-159.573176,"(19.76281, -159.573176)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",230.3497548999683 km
237,19.7632,-159.116315,"(19.7632, -159.116315)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",202.22043359766076 km
238,19.76394,-158.249666,"(19.763939999999998, -158.249666)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",172.79198562793158 km
239,19.7642,-156.230046,"(19.7642, -156.230046)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",20.00252232016866 km
240,19.76552,-155.627524,"(19.765520000000002, -155.627524)",Waimea KTA,20.02252,-155.66733,"(20.02252, -155.66733)",28.754398695757324 km
241,19.76633,-155.770225,"(19.76633, -155.770225)",Kings Shops,19.91642,-155.8822,"(19.916420000000002, -155.8822)",20.338406637691943 km
242,19.76717,-155.186694,"(19.76717, -155.186694)",Hawaii Electric Light Hilo Office,19.71101,-155.07706,"(19.71101, -155.07706000000002)",13.065566476569465 km
243,19.76961,-158.744106,"(19.76961, -158.74410600000002)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",184.66561750690312 km
244,19.77165,-158.297649,"(19.77165, -158.297649)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",173.33456036977904 km
245,19.77433,-157.757064,"(19.77433, -157.75706399999999)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",139.8707001210694 km
246,19.77526,-155.617808,"(19.77526, -155.617808)",Waimea KTA,20.02252,-155.66733,"(20.02252, -155.66733)",27.859302436788315 km
247,19.77734,-155.515429,"(19.77734, -155.515429)",Waimea KTA,20.02252,-155.66733,"(20.02252, -155.66733)",31.459471763736722 km
248,19.77831,-155.644846,"(19.77831, -155.644846)",Waimea KTA,20.02252,-155.66733,"(20.02252, -155.66733)",27.137114116531173 km
249,19.77919,-157.439987,"(19.77919, -157.439987)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",120.79380926380585 km
250,19.78701,-155.653206,"(19.787010000000002, -155.653206)",Waimea KTA,20.02252,-155.66733,"(20.02252, -155.66733)",26.11360012690137 km
251,19.78899,-156.051919,"(19.78899, -156.051919)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",5.609682730651177 km
252,19.78954,-156.029637,"(19.78954, -156.029637)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",5.679301411093849 km
253,19.7897,-155.871958,"(19.7897, -155.871958)",Four Seasons Resort Hualalai,19.8271119,-155.9913758,"(19.8271119, -155.99137580000001)",13.179419126539704 km
254,19.78972,-159.168407,"(19.789720000000003, -159.168407)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",202.5756172916729 km
255,19.79207,-156.366024,"(19.792070000000002, -156.366024)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",34.55763403497913 km
256,19.79597,-155.613092,"(19.79597, -155.613092)",Waimea KTA,20.02252,-155.66733,"(20.02252, -155.66733)",25.714751659103285 km
257,19.79974,-158.237395,"(19.79974, -158.237395)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",168.6315911588046 km
258,19.80166,-155.197055,"(19.801660000000002, -155.197055)",Hawaii Electric Light Hilo Office,19.71101,-155.07706,"(19.71101, -155.07706000000002)",16.089337753197306 km
259,19.80269,-157.314682,"(19.80269, -157.314682)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",112.81958771844835 km
260,19.80526,-158.257606,"(19.80526, -158.257606)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",168.59738654245027 km
261,19.80601,-156.135338,"(19.80601, -156.135338)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",12.333896616548309 km
262,19.80825,-156.83021,"(19.80825, -156.83021000000002)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",83.05540555719594 km
263,19.80888,-159.485785,"(19.80888, -159.48578500000002)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",220.53174653966988 km
264,19.80933,-155.589174,"(19.80933, -155.58917399999999)",Waimea KTA,20.02252,-155.66733,"(20.02252, -155.66733)",24.979239884366095 km
265,19.81011,-158.824958,"(19.81011, -158.824958)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",183.67252845979255 km
266,19.8136,-158.083264,"(19.8136, -158.08326399999999)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",161.04253088230456 km
267,19.8138,-155.928498,"(19.8138, -155.928498)",Four Seasons Resort Hualalai,19.8271119,-155.9913758,"(19.8271119, -155.99137580000001)",6.750228526716018 km
268,19.81559,-158.081812,"(19.81559, -158.081812)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",160.78455575369202 km
269,19.81681,-156.120298,"(19.81681, -156.120298)",Kona International Airport at Keahole,19.7393796,-156.0410098,"(19.7393796, -156.0410098)",11.937767642253037 km
270,19.81721,-158.398028,"(19.81721, -158.398028)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",170.0703073914447 km
271,19.81984,-156.013378,"(19.81984, -156.013378)",Four Seasons Resort Hualalai,19.8271119,-155.9913758,"(19.8271119, -155.99137580000001)",2.4415515948306523 km
272,19.82226,-159.082568,"(19.82226, -159.08256799999998)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",194.79353840757906 km
273,19.82276,-159.021457,"(19.82276, -159.021457)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",191.54607726610422 km
274,19.82304,-158.868323,"(19.82304, -158.868323)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",184.22451829637865 km
275,19.82475,-157.066793,"(19.82475, -157.066793)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",103.12814791949017 km
276,19.82809,-158.761985,"(19.82809, -158.761985)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",179.3008006706225 km
277,19.8297,-158.36969,"(19.8297, -158.36969)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",168.22802684796878 km
278,19.83147,-159.358257,"(19.83147, -159.358257)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",210.21319555629603 km
279,19.83181,-158.484052,"(19.83181, -158.484052)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",170.24126679781608 km
280,19.83222,-158.548919,"(19.83222, -158.54891899999998)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",171.8252166973904 km
281,19.83287,-155.422197,"(19.83287, -155.422197)",Waimea KTA,20.02252,-155.66733,"(20.02252, -155.66733)",33.15770190048647 km
282,19.83339,-158.658825,"(19.833389999999998, -158.658825)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",175.02351393585053 km
